book_id,authors,original_publication_year,original_title,genres
4128,Emma Donoghue,2016,The Wonder,Children
4129,Alison Weir,2006, Innocent Traitor,Drama
4130,John Irving,2001,The Fourth Hand,Romance
4131,Dennis Lehane,1998,"Gone, Baby, Gone",Crime
4132,Darren Shan,2000,"Tunnels of Blood (Cirque du Freak, #3) ",Horror
4133,Kristin Hannah,1999,On Mystic Lake,Romance
4134,Iris Johansen,1999,The Killing Game,Thriller
4135,Michelle Hodkin,2014,The Retribution of Mara Dyer,
4136,Rachael Ray,2005,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),
4137,Augusten Burroughs,2008,A Wolf at the Table,
4138,Orson Scott Card,1987,Alvin Maker: Seventh Son,Fantasy
4139,Michael Chabon,1988,The Mysteries of Pittsburgh,
4140,James L. Swanson,2006,Manhunt: The 12-Day Chase for Lincoln's Killer,
4141,Cecelia Ahern,2009,The Book of Tomorrow,
4142,Ally Carter,2011,Uncommon Criminals,
4143,Kasie West,2014,On the Fence,
4144,Mark  Edwards,2015,Follow You Home,Thriller|Crime|Horror
4145,Jerry Spinelli,2007,"Love, Stargirl",
4146,Michelle Moran,2007,Nefertiti,
4147,David McRaney,2011,‎You Are Not So Smart‎,Comedy
4148,Sara Donati,1998,Into the Wilderness,Romance|Adventure
4149,"Aeschylus, Robert Fagles, William Bedell Stanford",-458,Ὀρέστεια,
4150,Louise Penny,2013,How the Light Gets In,
4151,John Piper,2003,Don't Waste Your Life,
4152,Ildefonso Falcones,2006,La catedral del mar,Drama
4153,Alison Weir,1996,The Life of Elizabeth I,
4154,The Church of Jesus Christ of Latter-day Saints,1950,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price",
4155,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010,Earth: A Visitor's Guide to the Human Race ,Comedy
4156,Rachel Vincent,2009,My Soul to Take,Horror
4157,Neale Donald Walsch,1996,Conversations With God. An Uncommon Dialogue. Book 2,
4158,Brodi Ashton,2012,Everneath,
4159,Janet Evanovich,2009,Plum Spooky,Comedy|Romance
4160,Paulo Coelho,1997,Manual do guerreiro da luz,
4161,G. Norman Lippert,2007,James Potter and the Hall of Elders' Crossing ,Fantasy
4162,Jon Krakauer,2008,Where Men Win Glory: The Odyssey of Pat Tillman,
4163,"Brother Andrew, Elizabeth Sherrill, John Sherrill",1964,God's Smuggler,
4164,J. Courtney Sullivan,2011,Maine,Comedy
4165,Kasie West,2015,Fill-in boyfrined,
4166,Meg Rosoff,2004,How I Live Now,
4167,Garth Nix,2003,Mister Monday,Fantasy
4168,Heather Gudenkauf,2011,These things hidden,
4169,"Dawn J. Ranck, Phyllis Pellman Good",2000,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,
4170,"Lili St. Crow, Lilith Saintcrow",2009,Strange Angels,
4171,"Malika Oufkir, Michèle Fitoussi",1999,La Prisonnière,
4172,Nora Roberts,2009,Black Hills,
4173,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006,Civil War: A Marvel Comics Event,
4174,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000,The Vow: The Kim and Krickitt Carpenter Story,
4175,Robert A. Heinlein,1951,The Puppet Masters,Sci-Fi
4176,Megan Miranda,2016,All the Missing Girls,Thriller
4177,Mercer Mayer,1983,Just Go to Bed,
4178,Maria Semple,2016,,
4179,"CLAMP, William Flanagan",2003,xxxHOLiC #1,
4180,"Harry Allard, James  Marshall",1982,Miss Nelson Is Back,Children|Comedy
4181,Kim Stanley Robinson,1994,Green Mars,Sci-Fi
4182,Tad Williams,1993,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",Fantasy
4183,"Oscar Wilde, Inga Moore",1887,The Canterville Ghost,
4184,"Bryan Lee O'Malley, Nathan Fairbairn",2014,Seconds: A Graphic Novel,Romance
4185,Tijan,2012,Fallen Crest High,Romance
4186,Jenő Barcsay,1953,Művészeti Anatómia,
4187,John Saul,1977,Suffer the Children,
4188,Karen Cushman,1994,"Catherine, Called Birdy",Drama
4189,Jean Sasson,1992,Princess: A True Story of Life Behind the Veil in Saudi Arabia ,
4190,Terry Brooks,1986,Magic Kingdom for Sale—Sold!,Fantasy
4191,"Joseph Murphy, Ian McMahan",1962,The Power of Your Subconscious Mind,
4192,Anne Rice,2001,Blood and Gold: The Vampire Marius,Horror
4193,Rae Carson,2012,The Crown of Embers,Fantasy|Romance
4194,Tamora Pierce,2000,Page ,Fantasy
4195,Kiera Cass,2014,The Guard,
4196,"Esther Forbes, Lynd Ward",1943,Johnny Tremain,
4197,"Ernesto Che Guevara, Aleida Guevara March",1993,Diarios de motocicleta: notas de viaje por América Latina,
4198,Kristen Proby,2012,,
4199,Ted Dekker,2003,Black 1. The Birth of Evil,Fantasy
4200,N.K. Jemisin,2010,The Hundred Thousand Kingdoms,Fantasy
4201,Peggy Rathmann,1995,Officer Buckle & Gloria (Hardcover),
4202,"Roberto Bolaño, Natasha Wimmer",1998,Los detectives salvajes,
4203,Gena Showalter,2012,Alice in Zombieland,Fantasy
4204,Aprilynne Pike,2009,Spells,Romance|Fantasy
4205,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941,Schachnovelle,
4206,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994,The Lion King (Little Golden Book),Children
4207,Gordon Korman,2011,The Medusa Plot,Children|Adventure
4208,Jeanne Birdsall,2005,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",
4209,Nelson DeMille,2010,The Lion,
4210,Karen Marie Moning,2001,Kiss of the Highlander,Romance|Fantasy
4211,Sally Bedell Smith,2012,Elizabeth The Queen: The Life Of A Modern Monarch,
4212,"Jo Nesbø, Charlotte Barslund",2014,Sønnen,
4213,"John Layman, Rob Guillory",2009,Taster's Choice,
4214,Linda Sue Park,2001,A Single Shard,Drama
4215,"Margaret Weis, Tracy Hickman",1986,Time of the Twins,Fantasy
4216,Christopher Moore,2012,Sacré Bleu: A Comedy d'Art,Comedy
4217,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972,Пикник на обочине,
4218,Meg Cabot,2008,Queen of Babble Gets Hitched,Comedy|Romance
4219,Elizabeth Gaskell,1853,Cranford,
4220,Don DeLillo,1997,Underworld,
4221,"Jack Kerouac, Aram Saroyan",1962,Big Sur,
4222,P.G. Wodehouse,1919,My Man Jeeves,Comedy
4223,Melissa Marr,2010,Radiant Shadows,Fantasy
4224,Kristen Ashley,2012,Motorcycle Man,Romance
4225,Amanda Palmer,2014,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",
4226,Veronica Rossi,2014,Into the Still Blue,Sci-Fi
4227,Ann Brashares,2007,The Last Summer (of You and Me),
4228,"Garth Ennis, Steve Dillon",1997,Preacher Vol. 2: Until the End of the World,Fantasy|Horror
4229,"Chris   Smith, Christopher Lee, Richard Taylor",,The Lord of the Rings: Weapons and Warfare,Fantasy
4230,D.J. MacHale,2003,The Lost City of Faar,Fantasy
4231,Elizabeth  George,1988,A Great Deliverance,Crime
4232,"Arturo Pérez-Reverte, Sonia Soto",1993,El club Dumas,Crime
4233,Shannon Hale,2004,Enna Burning,Fantasy
4234,Meg Cabot,2005,Twilight,Romance|Fantasy
4235,أحمد مراد,2014,1919,
4236,"Beverly Cleary, Paul O. Zelinsky",1983,Dear Mr. Henshaw,
4237,Ann Patchett,1997,,
4238,Douglas Coupland,1991,Generation X: Tales for an Accelerated Culture,
4239,Viet Thanh Nguyen,2015,The Sympathizer,War
4240,Agatha Christie,1941,Evil Under the Sun,Mystery|Crime
4241,Joanna Wylde,2013,Reaper's Property,Romance
4242,"Mary O'Hara, Dave Blossom",1941,"My Friend Flicka (Flicka, #1)",Children
4243,"Philippa Gregory, Mirjana Valent",2012,The Kingmaker's Daughter,Drama
4244,"Henrik Ibsen, William Archer",1890,Hedda Gabler,Drama
4245,Walt Disney Company,1940,Dumbo (Little Golden Book),Children
4246,Erika Johansen,2015,The Invasion of the Tearling,Fantasy|Sci-Fi|
4247,"Jo Nesbø, Don Bartlett",2011,Gjenferd,Mystery|Crime|Thriller
4248,"P.C. Cast, Kristin Cast",,,
4249,Cecelia Ahern,2006,A Place Called Here,Fantasy|Romance
4250,W. Somerset Maugham,1925,The Painted Veil,Romance
4251,Anne Rice,2002,Blackwood Farm,Horror|Fantasy
4252,Caroline Myss,1996,Anatomy of the Spirit: The Seven Stages of Power and Healing,
4253,Alexander McCall Smith,2002,The Kalahari Typing School for Men,Mystery|Crime
4254,Beatriz Williams,2013,A Hundred Summers,Romance
4255,Sabaa Tahir,2016,A Torch Against the Night,Fantasy|Romance
4256,Gary D. Schmidt,2007,The Wednesday Wars,Children
4257,R.A. Salvatore,1992,The Legacy,Fantasy
4258,Judy Schachner,2003,Skippyjon Jones,Children
4259,Nora Roberts,2011,Chasing Fire,Romance|Mystery
4260,Brian Tracy,2001,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,
4261,Sandra Boynton,1982,"Moo, Baa, La La La!",Children
4262,Wallace D. Wattles,1910,The Science of Getting Rich,
4263,James Rollins,2008,The Last Oracle,Thriller|Adventure|Mystery|Action
4264,"أحلام مستغانمي, Ahlam Mosteghanemi",1993,ذاكرة الجسد,
4265,A. Manette Ansay,1994,Vinegar Hill (P.S.),Drama
4266,David Brin,1983,Startide Rising,Sci-Fi
4267,Shelly Crane,2011,Significance,Fantasy|Romance
4268,Robert   Harris,2003,Pompeii,Thriller|Action|Adventure| Drama
4269,David Baldacci,2015,The Guilty,Thriller
4270,Bertrand Russell,1945,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day,
4271,Lewis Carroll,1884,Complete Works of Lewis Carroll,Fantasy|Children
4272,Nigella Lawson,1998,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,
4273,"Thomas Malory, Keith Baines, Robert Graves",1485,Le Morte d'Arthur,Fantasy| Drama
4274,Cupcake Brown,2006,A Piece of Cake: A Memoir,
4275,Lloyd Alexander,1967,Taran Wanderer,Fantasy|Children
4276,"Douglas Preston, Lincoln Child",2004,Brimstone,Mystery|Thriller|Horror
4277,Kate Douglas Wiggin,1903,Rebecca of Sunnybrook Farm,Comedy|Drama|Children
4278,Lisa Kleypas,2006,Devil in Winter ,Romance
4279,Susan Beth Pfeffer,2008,The Dead and the Gone,Sci-Fi
4280,Ted Dekker,2004,White,Fantasy
4281,Gena Showalter,2010,"The Darkest Passion (Lords of the Underworld, #5)",Romance|Fantasy
4282,Chuck Palahniuk,2009,Pygmy,Comedy
4283,Lauren Weisberger,2013,Revenge Wears Prada: The Devil Returns,Romance
4284,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,Рассказы и Повести,
4285,S.C. Gwynne,2010,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",
4286,John le Carré,1979,Smiley's People,Thriller|Mystery| Drama
4287,"Karen Kingsbury, Gary Smalley",2002,Redemption,Romance
4288,Jennifer Donnelly,2003,A Northern Light,Mystery
4289,"Tim LaHaye, Jerry B. Jenkins",1999,Apollyon: The Destroyer Is Unleashed,
4290,Dorothy L. Sayers,1923,Whose Body?,Mystery|Thriller|Crime
4291,"Robert Sabuda, Lewis Carroll",2003,,
4292,Ross King,2003,Michelangelo and the Pope's Ceiling,
4293,Kelley Armstrong,2002,Stolen,Fantasy|Romance
4294,David Baldacci,2004,Hour Game,Mystery|Thriller|Crime
4295,Louise Penny,2007,The Cruelest Month,Mystery|Crime
4296,"Noel Streatfeild, Diane Goode",1936,Ballet Shoes,Children
4297,Harry Gregson-Williams,2006,"The Chronicles of Narnia: The Lion, the Witch and The Wardrobe (Sheet Music)",Adventure|Childrens|Fantasy|Musical
4298,"Ayn Rand, Leonard Peikoff",1936,We the Living,Adventure| Drama| Romance
4299,Marie Rutkoski,2015,The Winner's Crime,Fantasy|Romance
4300,Carolyn Brown,2011,,
4301,E.E. Cummings,1954,100 Selected Poems by e. e. Cummings,
4302,Jen Lancaster,2008,"Such a Pretty Fat: One Narcissist's Quest to Discover if Her Life Makes Her Ass Look Big, or Why Pie is Not the Answer",Comedy
4303,Erin Hunter,2003,Forest of Secrets,Fantasy
4304,Sarah Waters,2009,The Little Stranger,Horror|Mystery|Fantasy|Drama
4305,Patricia Briggs,2014,Night Broken,Fantasy|Romance
4306,Sara Raasch,2014,Snow Like Ashes,Fantasy|Romance
4307,Matthew  Thomas,2014,We Are Not Ourselves,
4308,Nora Roberts,2005,Red Lily,Romance|Fantasy
4309,Mary Pipher,1994,Reviving Ophelia: Saving the Selves of Adolescent Girls,
4310,Bernard Cornwell,2006,The Lords of the North,Drama
4311,Margaret Peterson Haddix,1999,Just Ella,Fantasy|Romance|Children
4312,Raine Miller,2013,Eyes wide open,Thriller|Mystery
4313,Lisa See,2014,China Dolls,
4314,Kate Brian,2005,Megan Meade's Guide to the McGowan Boys,Romance
4315,"Russell Hoban, Lillian Hoban",1964,Bread and Jam for Frances,Children
4316,Tom Robbins,1994,Half Asleep in Frog Pajamas,Comedy
4317,Gregory Maguire,2003,Mirror Mirror,Fantasy
4318,Patrick Ness,2013,More Than This,Sci-Fi
4319,Cormac McCarthy,1973,Child of God,Horror|Crime|Drama|Thriller
4320,Francine Rivers,1995,"As Sure as the Dawn (Mark of the Lion, #3)",Romance
4321,Max Barry,2013,Lexicon,Sci-Fi|Thriller|Fantasy|Mystery
4322,"Candace Bushnell, Donna Murphy",2008,One Fifth Avenue,Romance
4323,"Cece Bell, David Lasky",2014,El Deafo,Children
4324,Samantha Young,2013,Down London Road,Romance
4325,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 3: Safety Behind Bars",Horror
4326,Philip K. Dick,1974,"Flow My Tears, the Policeman Said",Sci-Fi
4327,Francine Rivers,1998,The Last Sin Eater,Drama
4328,Jude Deveraux,1989,A Knight in Shining Armor,Romance|Sci-Fi
4329,Jonathan Maberry,2010,Rot & Ruin,Horror|Sci-Fi|Fantasy
4330,"Plato, G.M.A. Grube, John M. Cooper",-400,,
4331,Charles R. Cross,2001,Heavier Than Heaven: A Biography of Kurt Cobain,Musical
4332,"Thucydides, Rex Warner, Moses I. Finley",-411,Ἱστορίαι,
4333,"Stephen Crane, George Stade, Richard Fusco",1895,The Red Badge of Courage,War|Drama
4334,Richard Kadrey,2009,Sandman Slim,Fantasy|Horror|Mystery|Sci-Fi
4335,John Hart,2009,The Last Child,Mystery|Thriller|Crime
4336,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962,Labyrinths,Fantasy
4337,Anita Shreve,1999,Fortune's Rocks,Romance
4338,Patricia Highsmith,1952,The Price of Salt,Romance|Drama
4339,Colleen Houck,2011,Tiger's Quest,Fantasy|Romance
4340,Chloe Neill,2009,Friday Night Bites: A Chicagoland Vampires Novel ,
4341,Tim Harford,2005,"The Undercover Economist: Exposing Why the Rich Are Rich, the Poor Are Poor--and Why You Can Never Buy a Decent Used Car!",
4342,Frank E. Peretti,1995,The Oath,Horror|Thriller|Fantasy
4343,Anna Godbersen,2008,Rumors,Romance
4344,"Drew Daywalt, Oliver Jeffers",2013,The Day the Crayons Quit,Children
4345,Meg Cabot,2002,"Princess in Waiting (The Princess Diaries, #4)",Romance
4346,"Katie J. Davis, Beth Clark",2011,,
4347,Kathleen Kent,2008,The Heretic's Daughter,
4348,"Thomas Mann, John E. Woods",1924,Der Zauberberg,Drama
4349,Michael Connelly,2002,Chasing the Dime,Mystery|Thriller
4350,Claudia Gray,2014,A Thousand Pieces of You,Sci-Fi|Fantasy|Romance
4351,Patricia Reilly Giff,2002,Pictures of Hollis Woods,Fiction|Children|Drama
4352,Peter F. Hamilton,1996,The Reality Dysfunction,Sci-Fi
4353,Sidney Sheldon,1988,The Sands of Time,Thriller|Mystery|Romance|Drama
4354,Zadie Smith,2012, NW ,Drama
4355,Heather Brewer,2007,The Chronicles of Vladimir Tod: Eighth Grade Bites,Fantasy
4356,Barry Schwartz,2004,The Paradox of Choice: Why More Is Less,
4357,Annette Curtis Klause,1997,Blood and Chocolate,Fantasy|Romance|Horror
4358,Michael Connelly,2009,Nine Dragons,Mystery|Crime|Thriller
4359,D.H. Lawrence,1920,Women in Love,Drama|Romance
4360,Jane Green,2007,Second Chance,Romance
4361,David Brin,1985,The Postman,Sci-Fi|Adventure|Action
4362,Elin Hilderbrand,2012,Summerland,Romance|Fantasy
4363,Ann Patchett,1992,The Patron Saint of Liars,Drama
4364,"Jack Canfield, Janet Switzer",2004,The Success Principles,
4365,Kristen Ashley,2012,Knight,Romance
4366,"Alexander Osterwalder, Yves Pigneur",2010,Business Model Generation,
4367,Stephen Greenblatt,2011,The Swerve: How the World Became Modern,
4368,Margaret George,1986,"The Autobiography of Henry VIII. With Notes by His Fool, Will Somers",
4369,Chuck Palahniuk,2004,Stranger Than Fiction: True Stories,Documentary
4370,Norman Doidge,2007,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,
4371,Larry Niven,1979,The Ringworld Engineers ,Sci-Fi
4372,Barry Lyga,2012,I Hunt Killers,Mystery|Horror|Thriller|Crime
4373,K. Bromberg,2014,Crashed,Romance
4374,J. Ryan Stradal,2015,Kitchens of the Great Midwest,
4375,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971,Stone Soup,Children
4376,"Alaa Al Aswany, علاء الأسواني",2007,شيكاجو,
4377,"James Patterson, Maxine Paetro",2013,12th of Never,Mystery|Crime|Thriller
4378,Brian  McClellan,2013,Promise of Blood,Fantasy|Sci-Fi|War
4379,James Rollins,2006,Black Order,Thriller|Adventure|Mystery|Action|Sci-Fi
4380,Karin Slaughter,2008,Fractured,Mystery|Crime|Thriller
4381,Nicola Yoon,2016,The Sun Is Also a Star,Romance|Drama
4382,"James Patterson, David Ellis",2015,The Murder House,Mystery|Thriller
4383,Nevil Shute,1957,On the Beach,Sci-Fi|Drama|Romance
4384,Nick Hornby,2014,Funny Girl,Comedy
4385,Edward Rutherfurd,2009,New York,
4386,"V.E. Schwab, Victoria Schwab",2016,A Gathering of Shadows,Fantasy|Sci-Fi
4387,Dean Koontz,2000,From the Corner of His Eye,Horror|Thriller|Fantasy
4388,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]",
4389,"Ina Garten, Quentin Bacon",2008,Barefoot Contessa Back to Basics,
4390,Jane Green,2002,To Have and to Hold ,Romance
4391,Koren Zailckas,2005,Smashed: Story of a Drunken Girlhood,
4392,John Irving,2005,Until I Find You,
4393,Bree Despain,2009,The Dark Divine,Fantasy
4394,Bill Buford,2006,Heat,
4395,Clarissa Pinkola Estés,1992,Women Who Run With the Wolves,Fantasy
4396,"Patricia C. Wrede, Peter de Sève",1993,,
4397,"Marcus Buckingham, Donald O. Clifton",2001,"Now, Discover Your Strengths",
4398,Chris Anderson,2006,The Long Tail: Why the Future of Business Is Selling Less of More,
4399,Adolf Hitler,1925,Mein Kampf,Documentary
4400,Jane Green,2006,Swapping Lives,
4401,Louise Penny,2008,"A Rule Against Murder (Armand Gamache, #4)",Mystery|Mystery|Crime
4402,Nora Roberts,2012,The Perfect Hope,Romance
4403,Aleatha Romig,2011,Consequences,Romance|Thriller
4404,Sean Covey,1997,The 7 Habits Of Highly Effective Teens,
4405,Tom Angleberger,2010,The Strange Case of Origami Yoda,Comedy|Children
5003,Mercer Mayer,1975,Just for You,Drama|Comedy|Musical 
5004,James Rollins,2002,Amazonia,Adventure|Comedy
5006,Nora Roberts,2005,Blue Smoke,Drama|Romance|Thriller
5007,Patricia Cornwell,2005,Predator,Sci-Fi|Thriller 
5010,Clive Cussler,1994,Inca Gold,Drama|Documentary
5011,Ruth Reichl,2014,Delicious!,Comedy|Drama|Romance
5013,Nelson DeMille,2006,Wild Fire,Drama
5014,Mary Higgins Clark,2006,Two Little Girls in Blue,Crime|Drama
5015,"Raymond E. Feist, Janny Wurts",1987,Daughter of the Empire,Fantasy
5016,Neal Shusterman,2006,Everlost,Fantasy
5017,Kresley Cole,2011,Dreams of a Dark Warrior,Romance|Fantasy
5018,"John Grisham, Richard Thomas",2010,"Theodore Boone, Kid Lawyer",Mystery|Thriller
5021,Kristen Ashley,2013,Own the Wind,Adventure|Drama
5024,Jeanette Winterson,1992,Written on the Body,Drama
5025,Colleen Houck,2011,Tiger's Voyage,Adventure|Drama|Fantasy
5026,Dean Koontz,2009,Dean Koontz's Frankenstein: Dead and Alive,Mystery|Horror
5027,Matt Ridley,1999,Genome: The Autobiography of a Species in 23 Chapters,Drama
5030,"Tim LaHaye, Jerry B. Jenkins",2001,The Sacrilege: The Antichrist Takes the Throne,Horror
5031,Phil Klay,2014,Redeployment,War
5033,James M. Cain,1934,The Postman Always Rings Twice ,Crime|Drama|Romance
5035,Robert Kurson,2004,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,Adventure|Drama
5037,Amitav Ghosh,2000,The Glass Palace,Drama
5040,James Dashner,2013,The Eye of Minds,Adventure|Fantasy
5041,Agatha Christie,1957,4.50 From Paddington,Drama|Mystery
5044,Charlaine Harris,2006,Grave Surprise,Horror
5047,China Miéville,2002,The Scar,Drama|Romance
5048,Meg Cabot,2003,Haunted,Horror|Thriller
5049,Anne McCaffrey,1979,"Dragondrums (Pern: Harper Hall, #3)",Action|Fantasy|Thriller 
5050,Rachel Simon,2011,The Story of Beautiful Girl,Drama|Romance
5051,Dava Sobel,1999,Galileo's Daughter,Documentary
5055,"Isaac Asimov, Robert Silverberg",1970,Nightfall,Thriller|Action
5057,Edward Abbey,1975,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Adventure|Comedy|Drama 
5058,John Irving,2009,Last Night in Twisted River,Drama|Mystery
5059,Rob Bell,2011,Love wins,Documentary
5060,Rachel Caine,2011,Bite Club,Crime|Thriller 
5061,Jeffrey Archer,1985,A Matter of Honor,Short|Action|Drama 
5062,Linda Howard,2000,Mr. Perfect,Drama|Action
5063,M. Leighton,2013,Up to Me,Drama
5064,Mira Lyn Kelly,2012,Waking Up Married,Comedy|Romance 
5065,Linwood Barclay,2007,No Time for Goodbye,Horror|Thriller
5067,Robin Hobb,2009,The Dragon Keeper,Fantasy
5068,Aldo Leopold,1949,A Sand County Almanac,Documentary
5069,"Eric Knight, Marguerite Kirmse",1940,Lassie Come-Home,Drama|Adventure
5070,"T. Colin Campbell, Thomas M. Campbell II",2001,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",
5071,"Julia Donaldson, Axel Scheffler",1999,The Gruffalo,Fantasy
5075,Cressida Cowell,2003,How to train your dragon,Fantasy|Action|Adventure 
5076,David Foster Wallace,1999,Brief Interviews with Hideous Men,Comedy|Drama
5077,Mary Higgins Clark,1992,All Around the Town,Crime|Drama|Mystery 
5078,Lauren Conrad,2009,L.A. Candy,Adventure|Comedy
5079,Kiera Cass,2009,The Siren,Horror
5080,Greg Iles,1999,The Quiet Game,Drama|Thriller 
5083,Daniel Silva,2006,The Messenger,Drama|Romance|War
5084,Paul Bowles,1949,The Sheltering Sky,Drama|Romance
5086,Alison Weir,2008,The Lady Elizabeth,Drama|Documantary
5087,Lily Koppel,2013,The Astronaut Wives Club,Drama
5088,"G.K. Chesterton, Jonathan Lethem",1908,The Man Who Was Thursday - A Nightmare,Mystery|Thriller 
5089,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948,Cheaper by the Dozen,Comedy|Drama
5090,"Douglas Preston, Mario Spezi",2008,The Monster of Florence: A True Story,Thriller|Horror
5091,Daniel Woodrell,2006,Winter's Bone,Thriller 
5092,Laurell K. Hamilton,2004,"Seduced by Moonlighty (Merry Gentry, #3)",Drama|Romance
5095,Anita Shreve,1997,The Weight of Water,Drama|Mystery ?
5096,Katie Ashley,2013,Music of the Heart,Drama 
5097,Maeve Binchy,2000,The Scarlet Feather,Comedy|Drama
5099,"Terry Pratchett, Paul Kidby",2001,The Last Hero,Western|Drama
5100,Isaac Asimov,1966,Fantastic Voyage,Sci-Fi|Fantasy 
5103,Daniel Silva,2013,The English Girl,Drama
5105,Jennifer E. Smith,2014,The Geography of You and Me,Drama|Fantasy
5106,L.A. Weatherly,2010,Angel ,Drama|Thriller
5108,Adeline Yen Mah,1999,Chinese Cinderella: The True Story of an Unwanted Daughter,Drama|Fantasy
5109,John Sandford,2001,Chosen Prey,Action|Crime|Thriller 
5113,"Joe Hill, Gabriel Rodríguez",2009,Head Games ,Documentary
5114,"Beverly Cleary, Alan Tiegreen",1984,Ramona and Her Father,Drama
5115,Agatha Christie,1922,The Secret Adversary,Adventure|Crime|Drama 
5116,"Julio Cortázar, Gregory Rabassa",1963,Rayuela,Drama
5117,Karin Slaughter,2011,Fallen,Drama|Fantasy
5118,Marissa Meyer,2016,Stars Above,Drama|Romance
5119,Eric Clapton,2007,Clapton: The Autobiography,Documentary
5120,Naomi Klein,1999,No Logo,Documentary
5121,Harlan Coben,2003,No Second Chance,Drama|Thriller 
5122,Hunter S. Thompson,1973,Fear and Loathing on the Campaign Trail '72,Drama
5123,P.D. James,1971,Shroud for a Nightingale,Crime|Drama|Mystery 
5124,Sarah Addison Allen,2015,First Frost,Drama
5127,Heidi W. Durrow,2010,The Girl Who Fell From the Sky,Drama|Thriller
5128,Bret Easton Ellis,2005,Lunar Park,Drama|Fantasy 
5129,Lisa Gardner,2007,"Hide (Detective D.D. Warren, #2) ",Drama|Thriller 
5130,Habiburrahman El-Shirazy,2004,Ayat-ayat Cinta,Drama|Romance 
5133,Lisa Scottoline,2011,Save Me,Thriller|Mystery 
5134,Clive Barker,1987,Weaveworld,Drama|Fantasy
5135,Mary Higgins Clark,1991,"Loves Music, Loves to Dance",Drama|Thriller
5136,D.J. MacHale,2005,The Rivers of Zadaa,Drama|Crime 
5137,Kristen Ashley,2011,Sweet Dreams,Drama|Romance
5138,Robert K. Massie,1967,Nicholas and Alexandra,Documantary|Drama
5139,Janet Evanovich,2012,Wicked Business,Comedy|Horror|Thriller 
5140,Chris Grabenstein,2013,Escape from Mr. Lemoncello's Library,Drama|Children's
5141,Robert A. Heinlein,1982,Friday,Drama|Comedy
5143,David Wiesner,1991,Tuesday,Drama|Comedy
5144,Tom Clancy,2002,Red Rabbit,Children's
5145,Mercedes Lackey,1987,Arrows of the Queen (Heralds of Valdemar #1),Action|Adventure|Crime 
5146,Joan Didion,1968,Slouching Towards Bethlehem: Essays,Action|Drama|Sci-Fi 
5148,Courtney Allison Moulton,2011,Angelfire,Crime|Drama|Romance
5151,"Holly Black, Tony DiTerlizzi",2004,The Ironwood Tree,Comedy|Drama 
5152,Marjorie Kinnan Rawlings,1930,The Yearling,Drama
5153,Katie McGarry,2013,Dare You To,Comedy|Drama 
5154,"Ozzy Osbourne, Chris Ayres",2009,I Am Ozzy,Adventure|Comedy|Children's
5156,Maria V. Snyder,2011,Touch of Power,Drama|Mystery 
5157,Kaye Gibbons,1989,A Virtuous Woman ,Drama 
5158,Nora Roberts,1999,Tears of the Moon,Drama|Thriller 
5159,Darren Shan,2002,"The Vampire Prince (Cirque Du Freak, #6)",Thriller|Horror
5162,Nelson DeMille,1990,The Gold Coast,Drama
5163,Elisabeth Kübler-Ross,1969,On Death and Dying,Drama|Mystery
